,0,1,2,3,4,5,6,7,8,9,10,11,12
0, AU01_r,0.0231689289022557,-0.0489413479990371,-0.1102300555354598,0.0139332071709738,0.0991720125379129,0.0402878598583833,0.0182669971874616,0.0395199467782233,0.1057691568420277,0.070472417374644,0.0126126257039164,-0.2709862178882373
1, AU02_r,0.1104171278940347,-0.005694305883015,-0.1498822094760246,0.0932858407703309,0.1025509969749201,0.0447226297990398,-0.1963088666879841,-0.0403342835630551,0.0799241408237389,0.0794587297048023,-0.0182780966503835,-0.0539068684596184
2, AU04_r,0.8206226129484377,0.0310542045539977,0.2080981451522725,0.5634478498627565,0.5591274133281141,-0.2674134283457608,0.5255499440510463,-0.3727680028169022,0.7666131578023356,-0.6987650973096484,0.3365949483913234,0.3731756728049905
3, AU05_r,0.0843761509408626,-0.0259478338075564,-0.0464563565422348,0.0077580752864399,0.05558174830868,0.0008771490297207,0.049189117103129,0.0316580553393641,0.0637347349905446,-0.0024517668068571,0.0214071858834448,-0.057261074193848
4, AU06_r,0.1481807054189604,0.1078653126151753,-0.2539147127859258,-0.0079878825798391,0.0815242101875943,0.0838106864867928,0.4363383165645315,-0.2639792556445413,-0.3365618744125028,0.7207843888273487,-0.0354611773598956,-0.0141638114633616
5, AU07_r,0.7711389188311397,0.0106916825519959,0.0344778474907704,0.6588891933194385,0.3198338904191479,0.6074080617489519,0.2824993676958733,-0.0339445114003562,0.6207144082399741,-0.1024036764601596,-0.039240389357406,-0.0710169460938936
6, AU09_r,0.0845966504567161,0.0546613541783602,-0.0443364850469579,0.1570545938660708,0.0150729059542796,0.0656105037832389,0.0428946896073929,-0.0635508157351345,0.0253872363577498,-0.0074247305647235,-0.0103624360882238,-0.236764506424845
7, AU10_r,-0.690958563399918,0.4717646034613394,-0.1142534333375177,0.7447196272377754,0.0898356596850812,0.1095900084905757,0.6407522176317987,-0.1693999083205798,-0.6467104979330482,0.4614734685626749,0.1211723367300658,-0.0746706008347639
8, AU12_r,0.0287575809089891,0.0326919355895511,-0.6224002020889197,-0.0373489924827373,0.1076742409541655,0.0202619522300601,-0.2045198857540938,-0.1675678855801257,-0.5296736963592306,-0.0385166957239428,-0.1584252793576957,0.1449651554158172
9, AU14_r,0.0444975418947079,0.1625115871918477,-0.5286941251896285,0.0168307840726909,0.1071133491453444,0.0151355568868993,-0.3428605343164297,-0.1422232293731383,-0.7873024134617643,0.2868704368214447,0.0351382495905567,-0.0017519571074204
10, AU15_r,-0.1146810489655936,0.0258502952215248,-0.0901772435460098,0.0660735147448736,0.0501358939448323,0.0124686281316859,-0.0630015573009914,-0.0722272022342204,-0.0162426713028561,-0.1401390580385422,0.0314759690129358,-0.12265481090517
11, AU17_r,-0.0531342167454832,-0.2289113386467919,-0.1469843829497156,-0.0004595508148066,0.3595887680736442,0.0717359113025578,-0.0076697409493782,-0.0423200124428907,-0.0927896161633193,0.0519869066622091,0.1045336053074747,-0.0440415018579995
12, AU20_r,-0.0732398813962948,0.0807851622284693,-0.0962040789479268,0.1406384284059584,0.0405517698261903,0.1188845013092558,0.105617930431161,-0.1206722157663799,0.0184823792834705,-0.1538269507840122,0.0095964160023871,-0.0987328292261423
13, AU23_r,-0.0152976392614401,0.0980677642590822,-0.0955846219793565,-0.0686883572186285,0.1085475588319338,0.0390914798535132,0.015418597726895,-0.1082397154143175,0.1148982622053161,-0.151446819346664,-0.0169431233882663,0.0099815161748404
14, AU25_r,-0.1479476538198244,0.0304228121783303,-0.1929402262641902,0.2369290008323096,0.0464009037267424,0.13197810867661,0.1674718281421785,-0.3029474588299994,0.0599115936949869,-0.0271255647130383,-0.0124680341233183,-0.0552575643268764
15, AU26_r,-0.1667700180471398,-0.0062789710409274,-0.296885743742856,0.2850925645748139,0.000765466088348,0.0824399945305425,-0.1546611372564471,-0.0973640565499169,0.125272443632623,-0.0178106464595655,-0.0209829415690636,-0.0801562739124803
16, AU45_r,0.073255310968491,0.0827559093997225,-0.1163498758845664,-0.0066860427629321,0.0850836674789579,0.0073391111903447,-0.018938514850598,-0.0536350855297818,0.1160963165205463,0.0592908065043241,-0.0076472143343762,-0.0438085825526832
17,label,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
