,0,1,2,3,4,5,6,7,8,9,10,11,12
0, AU01_r,-0.0503345826624705,-0.0065227720089862,-0.0352790877747573,-0.0209385162714129,0.0331868865446562,-0.1497929750451364,0.2234343513724942,0.0402064968063771,0.0472034984048947,-0.0319776493676564,0.0935709455919501,-0.0609067868551751
1, AU02_r,0.1759348336567308,0.0527695066255067,-0.0160607181525027,0.0433510127079694,0.0768638410875872,-0.0645242825631792,0.2351664834055991,-0.0226241615036249,0.1176426244268472,0.0522365123420524,0.0778198181184477,-0.0278241305720802
2, AU04_r,0.3544091845209563,0.112043509841107,-0.0845532772589674,0.495182968979328,0.6489850396605586,-0.136736572313506,-0.072227313907037,0.0749555314442035,-0.2750329598188213,0.6506175516174343,0.324875495130883,-0.4903993339661011
3, AU05_r,-0.0127548814266796,-0.0228265773043886,-0.0208571630831912,0.0493172682268337,0.0219104105538798,-0.0889497297906785,0.0714866908435632,0.0313994030485554,-0.0453821873298563,-0.0773596645304034,0.0985801663716414,0.022647944885572
4, AU06_r,-0.8810374099538898,0.3966630116748074,0.7540061626937491,-0.0273182109433957,0.3890808436545254,-0.1877855422201201,0.0236003208608032,-0.7992936783590685,-0.4448347995411146,-0.1213068437091176,0.128443785122557,0.3099047231848619
5, AU07_r,-0.5525470363158723,-0.2094266707330621,0.3446669480268616,-0.7529478373774392,0.6217508217750477,-0.0219540829468368,0.2573684247981416,-0.5021600161076387,-0.0991610134116579,0.0014075994187638,-0.0225673867943152,0.6144081233599139
6, AU09_r,0.0529448090660455,0.0931829306412314,0.0997671934492053,0.0406608608394269,0.062230164929181,-0.0334402733239829,0.0753726206632041,-0.0198256128404328,0.0723255430989249,-0.1247414243691557,0.1178840856501094,0.0129572831873518
7, AU10_r,0.1810857917742622,0.8060148971931926,0.0942627842496126,0.5913353203651209,-0.006388847356616,0.5627145931190028,-0.4769851560981472,-0.0213433751067327,-0.6039234772336504,-0.0921804570246847,0.0467339449278245,-0.3772973096558685
8, AU12_r,-0.5023238507594179,-0.2369558000533738,0.5132924075084366,-0.0145354216754725,0.1043449342065911,-0.6608777983851121,-0.2156566450000195,-0.2390792377221527,-0.0652294048387416,-0.2368271160757771,0.0678536846218177,-0.3158689705907365
9, AU14_r,-0.0420837624161426,-0.2413804907045675,0.1507761202121693,-0.7891065656724415,-0.1675276401040039,-0.7780054921285662,-0.2499976028305933,-0.5573005353224639,-0.262651159242514,-0.3694940155260497,-0.146535433806657,-0.5267710049592761
10, AU15_r,-0.2421256848291945,0.0512060993877646,0.1886385759543083,0.0531748152920554,0.2081260338690781,-0.1020225571681302,-0.1336156267065081,-0.0341202367614964,-0.1291291404135201,-0.3025475145767942,0.0833687062064286,0.018802550812115
11, AU17_r,-0.2034990381908686,-0.1458440411794475,0.3777567600391259,0.1619785378618397,0.1529525650343236,-0.1662148554912536,-0.0319271706602426,-0.143119341804386,-0.0434422879352939,-0.1791665856872053,0.1718176667625799,-0.1783075721019808
12, AU20_r,0.0530871427135515,-0.0944192496547501,0.1641886736290893,0.0160276181641041,0.075499795772709,-0.1267885926204335,0.0347771814245622,-0.0041275198650392,-0.0903140428346598,-0.0139056024726597,0.0264985289228226,0.0425060888974343
13, AU23_r,-0.000399588999877,-0.0955979813070851,0.0616837009721326,0.0090239369553077,0.0253261911812152,0.0010934587908767,0.0603778059719023,-0.0719715232091755,-0.0611678350145556,-0.1740799241379284,0.2035778555752153,0.012169666516606
14, AU25_r,-0.0178389404378319,0.1339461103898228,0.1065805472195366,-0.2696302483598239,-0.0891825780904984,-0.1685985487950167,-0.0175576822116758,0.0992483833078657,0.1130838226486302,-0.2426782021801124,0.0700637104264915,0.2083475679636332
15, AU26_r,-0.0585029305117262,-0.0177658875207888,0.1970852376104638,-0.0558860226833657,0.0490073867422668,0.0568477935545541,0.1099414111529116,-0.1286589318981459,-0.1763528419052858,-0.2433673340670845,0.1756651725748697,0.0355607507842735
16, AU45_r,0.0243935783212246,0.0982728993996042,0.0655211883325968,0.0760696110504426,0.1483105886415758,-0.0055880275389758,0.2381866254635174,0.228010216553199,-0.0424792071880646,0.0344599134304595,-0.0144271371622342,0.092401158921054
17,label,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
